date,time,location,latitude,longitude,crime_type,severity,district
2023-04-16,18:16,"179 Linking Road, Bangalore",13.0058,77.6022,Fraud,Low,Downtown
2023-04-16,21:24,"716 State Highway, Imphal",24.775,93.9768,Motor Vehicle Theft,Low,Hospital Area
2023-04-17,06:45,"367 Beach Road, Mumbai",19.0867,72.8951,Criminal Intimidation,Low,East
2023-04-17,10:10,"902 SV Road, Bangalore",12.9907,77.5856,Causing Hurt,Low,Old City
2023-04-17,12:44,"589 Hill Road, Ranchi",23.3512,85.308,IT Act Violation,Medium,Airport Area
2023-04-17,14:08,"896 River Road, Jaipur",26.925,75.7396,Corruption,Medium,Railway Station Area
2023-04-17,17:04,"62 Lake Road, Mumbai",19.0522,72.8317,Vandalism,Medium,Market Area
2023-04-17,17:39,"28 Commercial Street, Agra",27.2216,78.0266,Burglary,Low,North
2023-04-17,17:50,"39 Cantonment, Faridabad",28.4066,77.3547,House Breaking,Medium,Downtown
2023-04-18,02:39,"395 River Road, Jaipur",26.9426,75.8119,Cybercrime,Medium,Commercial District
2023-04-18,11:01,"797 Main Road, Pimpri-Chinchwad",18.6117,73.7709,Honor Killing,Critical,Railway Station Area
2023-04-18,11:31,"387 MG Road, Vasai-Virar",19.4655,72.8867,Economic Offence,Medium,Railway Station Area
2023-04-18,16:12,"207 MG Road, Thiruvananthapuram",8.5458,76.9325,Child Abuse,Medium,West
2023-04-18,16:14,"94 Inner Ring Road, Vadodara",22.3104,73.2267,Honor Killing,High,Mall Area
2023-04-18,16:39,"613 Residency Road, Kota",25.189,75.8503,Cybercrime,High,East
2023-04-18,16:40,"657 Station Road, Nashik",20.0314,73.7596,Extortion,Medium,Industrial Area
2023-04-18,17:26,"912 SV Road, Ahmedabad",23.0716,72.5857,Arms Act,Low,Suburban
2023-04-18,18:38,"813 Linking Road, Tirunelveli",8.6896,77.7443,Fraud,Low,Commercial District
2023-04-18,18:54,"24 MG Road, Jodhpur",26.19,73.0058,Fraud,Medium,Shopping Complex
2023-04-18,20:51,"73 River Road, Nashik",20.0466,73.7536,Robbery,Medium,Government Quarter
2023-04-19,02:03,"176 Inner Ring Road, Vadodara",22.3299,73.1475,Criminal Breach of Trust,Low,Shopping Complex
2023-04-19,13:36,"531 Nehru Street, Bhubaneswar",20.3195,85.7867,Fraud,Medium,Financial District
2023-04-19,14:41,"578 Inner Ring Road, Cuttack",20.4308,85.8596,Corruption,Low,Government Quarter
2023-04-19,16:05,"946 Cross Road, Visakhapatnam",17.6515,83.2375,Juvenile Crime,Low,Central
2023-04-19,17:13,"562 Linking Road, Vasai-Virar",19.495,72.8669,Extortion,High,Market Area
2023-04-19,18:33,"755 Church Street, Vadodara",22.3532,73.1414,Motor Vehicle Theft,Medium,Industrial Area
2023-04-19,20:18,"909 Commercial Street, Kanpur",26.4358,80.2862,Burglary,Low,New Town
2023-04-20,07:13,"250 National Highway, Meerut",28.9775,77.6799,Theft,Low,Downtown
2023-04-20,08:59,"834 Commercial Street, Chennai",13.1314,80.2431,Grievous Hurt,Low,West
2023-04-20,09:37,"70 Nehru Street, Agra",27.1851,78.0411,Juvenile Crime,Low,Central
2023-04-20,14:01,"745 Hill Road, Visakhapatnam",17.7284,83.1765,Motor Vehicle Theft,Low,Industrial Area
2023-04-20,16:14,"235 Gandhi Nagar, Mumbai",19.0331,72.8908,IT Act Violation,Low,North
2023-04-20,16:16,"114 Raj Path, Pune",18.52,73.8498,Forgery,Low,Residential Area
2023-04-20,16:39,"928 Main Road, Kolkata",22.5627,88.3462,Burglary,Low,Industrial Area
2023-04-20,17:23,"51 Mall Road, Rajkot",22.2875,70.7573,Criminal Breach of Trust,Medium,West
2023-04-21,01:26,"597 Raj Path, Coimbatore",10.9982,76.9837,House Breaking,Low,West
2023-04-21,08:48,"577 Main Road, Gwalior",26.2591,78.1949,IT Act Violation,High,IT Hub
2023-04-21,12:12,"237 Express Highway, Patna",25.6187,85.0998,Vandalism,Low,Downtown
2023-04-21,16:32,"754 Nehru Street, Jaipur",26.9588,75.7377,Forgery,Medium,Airport Area
2023-04-21,21:03,"68 Inner Ring Road, Madurai",9.9573,78.1287,Criminal Intimidation,Medium,Financial District
2023-04-22,12:19,"695 Circle, Udaipur",24.5712,73.6708,Theft,Medium,Old City
2023-04-22,13:13,"596 Linking Road, Udaipur",24.5841,73.7194,Juvenile Crime,Low,East
2023-04-22,15:32,"432 Lake Road, Haridwar",29.9004,78.1625,Murder,High,Airport Area
2023-04-22,15:47,"313 Residency Road, Nagpur",21.1478,79.1378,Eve Teasing,Medium,Central
2023-04-22,17:42,"558 Market Street, Guwahati",26.1879,91.7287,Mischief,Medium,Hospital Area
2023-04-22,17:51,"391 State Highway, Ghaziabad",28.6925,77.4717,Dacoity,Low,Market Area
2023-04-22,18:44,"677 Lake Road, Tiruchirappalli",10.8328,78.7152,Child Abuse,Medium,Railway Station Area
2023-04-23,06:40,"778 Inner Ring Road, Bhopal",23.2715,77.4378,Mischief,Low,Shopping Complex
2023-04-23,08:21,"251 LBS Road, Ludhiana",30.9254,75.8099,IT Act Violation,Low,Suburban
2023-04-23,10:41,"544 Mall Road, Jodhpur",26.2776,72.9797,Arson,Low,Mall Area
2023-04-23,13:08,"540 Cantonment, Imphal",24.8233,93.971,Property Dispute,Low,University Area
2023-04-23,16:57,"93 Civil Lines, Chandigarh",30.7729,76.8177,Theft,Low,Old City
2023-04-23,16:59,"444 SV Road, Ludhiana",30.9017,75.8459,Arms Act Violation,High,West
2023-04-23,18:02,"242 Gandhi Nagar, Gwalior",26.1867,78.1434,Economic Offence,Medium,East
2023-04-23,23:48,"922 Linking Road, Salem",11.6636,78.1666,Unlawful Assembly,Low,Mall Area
2023-04-24,11:48,"937 Civil Lines, Faridabad",28.3677,77.3087,Theft,Medium,IT Hub
2023-04-24,12:53,"513 Residency Road, Kolkata",22.5479,88.3872,Kidnapping,High,Downtown
2023-04-24,14:06,"67 Brigade Road, Dehradun",30.359,78.08,Theft,Low,Suburban
2023-04-24,18:04,"17 Church Street, Thane",19.2061,72.9413,House Breaking,Medium,University Area
2023-04-24,22:12,"261 River Road, Haridwar",29.9684,78.1959,Burglary,Medium,Commercial District
2023-04-25,05:04,"16 Hill Road, Rajkot",22.3387,70.7957,Mischief,Low,Industrial Area
2023-04-25,09:26,"346 MG Road, Bhopal",23.2992,77.3647,Forgery,Medium,Financial District
2023-04-25,11:03,"240 LBS Road, Tiruchirappalli",10.787,78.7347,Forgery,Low,Suburban
2023-04-25,19:56,"931 Church Street, Jabalpur",23.1698,80.0322,Robbery,High,Central
2023-04-26,10:38,"76 Circle, Kota",25.1746,75.887,Dowry Death,High,New Town
2023-04-26,14:47,"89 Inner Ring Road, Meerut",29.0179,77.7558,Rioting,Medium,East
2023-04-26,15:30,"754 Beach Road, Varanasi",25.2955,82.9969,Burglary,Low,Industrial Area
2023-04-26,20:33,"855 Station Road, Coimbatore",11.0229,76.9663,Fraud,Low,Government Quarter
2023-04-27,14:53,"503 Main Road, Nashik",20.0418,73.7827,Arson,Low,South
2023-04-27,15:34,"976 Circle, Kanpur",26.4681,80.3369,Burglary,Medium,Financial District
2023-04-27,16:38,"456 Mall Road, Varanasi",25.3001,82.9337,Eve Teasing,Medium,Residential Area
2023-04-27,16:51,"199 Beach Road, Chennai",13.0863,80.2399,Narcotic Drugs Act,Low,Government Quarter
2023-04-27,17:14,"430 MG Road, Faridabad",28.4441,77.3373,Cheating,Low,University Area
2023-04-28,05:13,"367 Lake Road, Jodhpur",26.221,73.029,Corruption,Medium,Downtown
2023-04-28,09:42,"867 River Road, Bhubaneswar",20.271,85.8429,Forgery,High,Residential Area
2023-04-28,20:40,"157 Station Road, Surat",21.2184,72.7846,Narcotic Drugs Act,Medium,Suburban
2023-04-29,19:01,"908 National Highway, Lucknow",26.8479,80.9884,Economic Offence,Low,Mall Area
2023-04-30,12:26,"555 Cross Road, Jodhpur",26.2742,73.0386,Theft,Medium,Residential Area
2023-04-30,14:29,"49 Raj Path, Varanasi",25.2801,82.929,Grievous Hurt,Low,East
2023-04-30,15:45,"993 Main Road, Tirunelveli",8.7015,77.7337,Burglary,Medium,Railway Station Area
2023-04-30,17:27,"321 Beach Road, Meerut",28.9398,77.748,Child Abuse,High,South
2023-04-30,22:36,"855 Market Street, Cuttack",20.456,85.8727,Vandalism,Low,Commercial District
2023-05-01,11:03,"613 Civil Lines, Vadodara",22.3004,73.1617,Causing Hurt,Medium,North
2023-05-01,13:38,"202 Hill Road, Pimpri-Chinchwad",18.6763,73.7749,Criminal Breach of Trust,Medium,East
2023-05-01,18:07,"60 Commercial Street, Raipur",21.2658,81.6279,Drug Trafficking,High,Old City
2023-05-01,18:09,"237 Nehru Street, Bangalore",12.9437,77.6228,Corruption,Medium,Bus Terminal Area
2023-05-01,19:22,"439 Express Highway, Visakhapatnam",17.6653,83.2434,Criminal Breach of Trust,Low,Old City
2023-05-01,21:00,"428 Commercial Street, Jamshedpur",22.7559,86.2231,Domestic Violence,Medium,Downtown
2023-05-02,06:25,"343 Outer Ring Road, Guwahati",26.1817,91.7126,Property Dispute,Medium,Financial District
2023-05-02,11:28,"935 Nehru Street, Tiruchirappalli",10.8233,78.717,Cheating,Low,South
2023-05-02,12:06,"340 Beach Road, Imphal",24.7961,93.9349,Theft,Medium,North
2023-05-02,15:11,"821 Market Street, Jamshedpur",22.7761,86.2096,Murder,High,Central
2023-05-02,16:58,"495 State Highway, Gwalior",26.2681,78.2003,Vandalism,Medium,North
2023-05-02,17:09,"590 Cantonment, Jamshedpur",22.76,86.2484,House Breaking,Medium,South
2023-05-02,17:32,"929 Market Street, Thane",19.1996,73.0187,Unlawful Assembly,Low,Railway Station Area
2023-05-03,10:46,"883 Commercial Street, Lucknow",26.8134,80.9597,Criminal Breach of Trust,Medium,Commercial District
2023-05-03,10:47,"128 SV Road, Imphal",24.8239,93.9157,Motor Vehicle Theft,Medium,Mall Area
2023-05-03,11:58,"116 Mall Road, Kalyan-Dombivli",19.2387,73.084,Cheating,Low,Bus Terminal Area
2023-05-03,16:34,"390 SV Road, Surat",21.1755,72.7987,Arms Act Violation,Critical,Residential Area
2023-05-03,16:50,"126 Main Road, Kota",25.2488,75.8245,Counterfeiting,Low,New Town
2023-05-04,03:32,"919 Raj Path, Ranchi",23.3526,85.3497,Dacoity,High,South
2023-05-04,17:28,"262 National Highway, Haridwar",29.9569,78.1354,Robbery,Medium,IT Hub
2023-05-04,19:56,"261 Mall Road, Varanasi",25.3176,82.9578,Criminal Breach of Trust,Medium,IT Hub
2023-05-04,20:47,"994 Raj Path, Faridabad",28.4084,77.3293,Land Dispute,High,Airport Area
2023-05-04,22:32,"775 Commercial Street, Kochi",9.8906,76.2868,Robbery,Medium,Downtown
2023-05-05,05:54,"10 Residency Road, Vasai-Virar",19.4848,72.8154,Theft,Medium,Suburban
2023-05-06,10:29,"183 Circle, Nashik",20.0308,73.7847,Arms Act Violation,Critical,IT Hub
2023-05-06,15:25,"216 Circle, Salem",11.6691,78.1045,Robbery,Medium,New Town
2023-05-06,16:40,"44 SV Road, Haridwar",29.991,78.1752,Cheating,Medium,Market Area
2023-05-06,19:03,"437 Main Road, Delhi",28.7165,77.1369,Cybercrime,Medium,North
2023-05-06,20:02,"411 Residency Road, Nashik",19.9504,73.7701,Cybercrime,High,South
2023-05-06,20:18,"606 Church Street, Faridabad",28.3718,77.3518,Dishonor of Cheque,Low,Mall Area
2023-05-06,21:38,"296 MG Road, Visakhapatnam",17.6983,83.2602,Unlawful Assembly,Medium,Suburban
2023-05-07,15:24,"188 Hill Road, Kota",25.2595,75.8529,Arson,Low,Residential Area
2023-05-07,15:33,"214 Mall Road, Bhopal",23.2673,77.3652,Causing Hurt,Medium,Central
2023-05-07,16:18,"370 Mall Road, Pune",18.5537,73.8363,Defamation,Low,Residential Area
2023-05-07,18:25,"759 Express Highway, Salem",11.6215,78.1448,SC/ST Atrocity,Medium,Central
2023-05-07,19:30,"795 Express Highway, Visakhapatnam",17.7335,83.2468,Arson,Medium,Railway Station Area
2023-05-08,12:46,"199 Church Street, Chennai",13.0918,80.2723,Theft,Low,Financial District
2023-05-08,14:41,"825 Lake Road, Jodhpur",26.2006,73.0096,Fraud,Low,North
2023-05-08,14:55,"882 Cross Road, Meerut",28.9742,77.7169,Fraud,Medium,West
2023-05-08,20:23,"845 Mall Road, Thane",19.254,72.9855,IT Act Violation,Low,Market Area
2023-05-09,09:51,"211 Express Highway, Imphal",24.7717,93.9339,IT Act Violation,Medium,IT Hub
2023-05-09,12:44,"435 Gandhi Nagar, Gwalior",26.172,78.1666,Motor Vehicle Theft,Low,Commercial District
2023-05-09,12:50,"424 Commercial Street, Ghaziabad",28.7056,77.405,Honor Killing,High,South
2023-05-09,18:02,"27 Gandhi Nagar, Kalyan-Dombivli",19.2638,73.1409,Drug Trafficking,High,Industrial Area
2023-05-09,19:06,"882 Lake Road, Varanasi",25.2815,83.017,Dishonor of Cheque,Low,Railway Station Area
2023-05-10,08:38,"574 State Highway, Cuttack",20.424,85.9232,Property Dispute,Medium,Hospital Area
2023-05-10,10:46,"689 National Highway, Jodhpur",26.2615,73.0576,Child Abuse,Medium,Central
2023-05-10,12:14,"52 Commercial Street, Pimpri-Chinchwad",18.5862,73.8405,Cybercrime,Medium,Shopping Complex
2023-05-10,13:21,"935 Mall Road, Jabalpur",23.2268,80.012,Eve Teasing,Low,Old City
2023-05-10,20:04,"505 Raj Path, Gwalior",26.1725,78.212,Causing Hurt,Medium,IT Hub
2023-05-10,22:15,"920 State Highway, Amritsar",31.6825,74.8536,Arms Act Violation,Critical,Industrial Area
2023-05-11,11:43,"702 Cantonment, Agra",27.2031,77.9706,Fraud,Low,Market Area
2023-05-11,13:19,"494 Cross Road, Kolkata",22.5363,88.3483,Extortion,Medium,North
2023-05-11,13:36,"882 Lake Road, Bangalore",12.9299,77.5582,Arms Act,Low,Market Area
2023-05-11,16:46,"886 Residency Road, Ranchi",23.3522,85.3519,Mischief,Low,South
2023-05-11,22:46,"496 Main Road, Haridwar",29.9372,78.1507,Cybercrime,Medium,New Town
2023-05-12,08:57,"605 Brigade Road, Pune",18.4967,73.8982,Criminal Intimidation,Low,East
2023-05-12,11:03,"786 Station Road, Mumbai",19.0464,72.9222,Cybercrime,Medium,Commercial District
2023-05-12,13:52,"804 State Highway, Kalyan-Dombivli",19.2309,73.1247,Burglary,Medium,Old City
2023-05-12,13:54,"271 Park Street, Pune",18.5067,73.8162,Forgery,Medium,Old City
2023-05-12,16:44,"358 Linking Road, Surat",21.1913,72.8632,Kidnapping,Critical,Financial District
2023-05-12,19:36,"678 Hill Road, Gwalior",26.1702,78.2048,Fraud,Medium,Residential Area
2023-05-13,09:40,"501 Civil Lines, Lucknow",26.8891,80.9662,Dishonor of Cheque,Low,Airport Area
2023-05-13,12:17,"28 Market Street, Jamshedpur",22.7601,86.2255,Child Abuse,High,Suburban
2023-05-13,17:44,"344 National Highway, Ludhiana",30.9362,75.8639,Arson,Medium,Residential Area
2023-05-14,10:11,"584 Gandhi Nagar, Pune",18.4988,73.847,Dacoity,Low,Commercial District
2023-05-14,12:06,"289 Beach Road, Ghaziabad",28.6727,77.4353,Fraud,Low,Railway Station Area
2023-05-14,12:16,"970 Express Highway, Surat",21.1291,72.8179,Child Abuse,High,East
2023-05-14,13:03,"110 LBS Road, Ghaziabad",28.6353,77.4906,Unlawful Assembly,Medium,East
2023-05-14,13:23,"646 Park Street, Coimbatore",11.0105,76.9307,Vandalism,Medium,Railway Station Area
2023-05-14,14:41,"852 Circle, Mumbai",19.0819,72.855,Juvenile Crime,Medium,University Area
2023-05-14,15:58,"709 Main Road, Varanasi",25.3166,82.9721,Theft,Low,Hospital Area
2023-05-14,16:00,"314 State Highway, Varanasi",25.3425,82.9832,Theft,Medium,Government Quarter
2023-05-14,17:42,"535 Park Street, Tirunelveli",8.7179,77.7354,Theft,Medium,South
2023-05-14,17:47,"232 Inner Ring Road, Vadodara",22.3259,73.2153,Domestic Violence,Medium,IT Hub
2023-05-14,18:04,"583 Outer Ring Road, Hyderabad",17.3496,78.5218,Human Trafficking,High,Shopping Complex
2023-05-14,19:15,"116 Outer Ring Road, Agra",27.1376,78.0088,Fraud,Medium,South
2023-05-15,07:19,"961 Gandhi Nagar, Vasai-Virar",19.483,72.8599,Arms Act Violation,Critical,East
2023-05-15,16:12,"84 Main Road, Ranchi",23.3177,85.2779,Counterfeiting,Low,Railway Station Area
2023-05-16,07:21,"858 Gandhi Nagar, Kalyan-Dombivli",19.2013,73.096,Honor Killing,High,Suburban
2023-05-16,14:19,"678 Express Highway, Dehradun",30.2679,78.0116,Honor Killing,High,Residential Area
2023-05-16,18:10,"324 Station Road, Indore",22.6884,75.8863,Robbery,Medium,Residential Area
2023-05-16,20:15,"29 Market Street, Meerut",28.9583,77.6714,Arson,Medium,Residential Area
2023-05-17,13:58,"224 Nehru Street, Indore",22.6884,75.8828,Motor Vehicle Theft,Medium,Central
2023-05-17,16:13,"360 MG Road, Jodhpur",26.279,72.9928,Assault,Medium,South
2023-05-18,12:58,"866 Gandhi Nagar, Vasai-Virar",19.4893,72.8458,House Breaking,Low,North
2023-05-18,14:16,"478 SV Road, Jaipur",26.8957,75.7732,Dishonor of Cheque,High,Airport Area
2023-05-18,14:54,"806 MG Road, Kota",25.2196,75.8766,Forgery,Medium,Bus Terminal Area
2023-05-18,15:50,"757 Civil Lines, Jodhpur",26.2184,73.0208,Child Abuse,Medium,North
2023-05-18,16:48,"518 Express Highway, Jodhpur",26.2778,73.014,Fraud,Medium,Industrial Area
2023-05-18,19:44,"561 Beach Road, Dehradun",30.3177,78.0665,Fraud,Medium,Old City
2023-05-18,20:50,"827 MG Road, Bhopal",23.2731,77.4236,Dishonor of Cheque,Low,South
2023-05-19,09:48,"302 National Highway, Delhi",28.7064,77.1524,Theft,Low,University Area
2023-05-19,11:55,"145 Brigade Road, Surat",21.1535,72.8394,Causing Hurt,Medium,Residential Area
2023-05-19,14:19,"542 Cross Road, Vasai-Virar",19.4811,72.8113,Fraud,Low,Suburban
2023-05-19,15:52,"994 Main Road, Vadodara",22.3292,73.1336,Kidnapping,High,West
2023-05-19,16:27,"368 River Road, Tirunelveli",8.7277,77.7756,Forgery,Low,West
2023-05-19,19:45,"837 Lake Road, Chennai",13.0394,80.2309,Fraud,Low,Downtown
2023-05-20,05:08,"525 Church Street, Agra",27.1933,78.0413,Human Trafficking,High,Government Quarter
2023-05-20,10:03,"676 Main Road, Salem",11.6611,78.1894,Rioting,Medium,Residential Area
2023-05-20,10:43,"842 Civil Lines, Dehradun",30.2888,78.0096,IT Act Violation,Medium,Commercial District
2023-05-20,11:21,"462 Park Street, Thane",19.2416,72.9588,Economic Offence,Medium,Old City
2023-05-20,11:23,"871 Hill Road, Kalyan-Dombivli",19.2392,73.1022,Domestic Violence,High,West
2023-05-20,14:05,"859 State Highway, Madurai",9.9019,78.1157,Assault,Medium,Residential Area
2023-05-20,18:58,"707 Hill Road, Jabalpur",23.1543,80.0093,Arms Act,Low,South
2023-05-21,15:33,"946 National Highway, Delhi",28.6918,77.1041,Cybercrime,Medium,Market Area
2023-05-21,21:10,"928 Mall Road, Jamshedpur",22.8341,86.2482,Child Abuse,Medium,Railway Station Area
2023-05-22,04:39,"679 Market Street, Agra",27.1885,77.9627,Theft,Low,Commercial District
2023-05-22,08:30,"785 Mall Road, Ranchi",23.2991,85.3516,Arson,High,Residential Area
2023-05-22,08:37,"785 LBS Road, Meerut",28.9948,77.6572,Criminal Breach of Trust,Low,University Area
2023-05-22,10:59,"84 Lake Road, Jamshedpur",22.8258,86.1679,Theft,Low,Airport Area
2023-05-22,11:59,"435 Inner Ring Road, Kalyan-Dombivli",19.2526,73.1259,Cybercrime,Medium,Financial District
2023-05-22,12:21,"785 Nehru Street, Jaipur",26.9578,75.7706,Theft,Medium,Downtown
2023-05-22,14:48,"866 National Highway, Gwalior",26.2162,78.2212,Criminal Intimidation,Low,West
2023-05-22,15:01,"83 Market Street, Vadodara",22.3207,73.1855,Fraud,Medium,Airport Area
2023-05-22,16:15,"417 Raj Path, Kalyan-Dombivli",19.2622,73.1474,Burglary,Medium,South
2023-05-22,18:28,"494 Gandhi Nagar, Salem",11.6196,78.1232,Criminal Breach of Trust,Medium,Bus Terminal Area
2023-05-22,19:48,"553 Beach Road, Guwahati",26.1735,91.7712,Burglary,Low,Commercial District
2023-05-22,20:57,"697 Lake Road, Visakhapatnam",17.7257,83.2439,Honor Killing,High,Hospital Area
2023-05-23,13:33,"578 National Highway, Faridabad",28.3774,77.3639,Rioting,Medium,West
2023-05-23,14:37,"819 Main Road, Madurai",9.8901,78.1306,Kidnapping,High,Government Quarter
2023-05-23,16:18,"527 Gandhi Nagar, Cuttack",20.441,85.8657,Economic Offence,Low,East
2023-05-23,18:09,"186 Main Road, Kanpur",26.4428,80.3154,Robbery,High,IT Hub
2023-05-23,19:55,"110 Linking Road, Nagpur",21.1816,79.1286,Economic Offence,Low,Mall Area
2023-05-23,21:49,"353 MG Road, Nagpur",21.1675,79.095,Arms Act Violation,Critical,Residential Area
2023-05-24,09:14,"848 Hill Road, Vasai-Virar",19.5205,72.8127,Causing Hurt,Medium,West
2023-05-24,09:41,"884 Brigade Road, Meerut",28.9616,77.7009,Narcotic Drugs Act,Low,Railway Station Area
2023-05-24,10:40,"145 Cross Road, Vasai-Virar",19.4876,72.8046,Arms Act,Low,IT Hub
2023-05-24,11:30,"106 Lake Road, Thiruvananthapuram",8.4892,76.8928,Robbery,Medium,Old City
2023-05-24,11:46,"590 Main Road, Coimbatore",11.0392,76.9277,Dacoity,Medium,Airport Area
2023-05-24,12:06,"720 MG Road, Jodhpur",26.2209,73.0247,Theft,Low,Central
2023-05-24,14:20,"500 Commercial Street, Vadodara",22.3427,73.1782,Criminal Intimidation,Low,Mall Area
2023-05-24,14:45,"491 Gandhi Nagar, Madurai",9.8777,78.126,Arson,Low,Old City
2023-05-24,14:54,"597 Cross Road, Imphal",24.7775,93.8888,Corruption,Low,Market Area
2023-05-24,17:04,"39 State Highway, Bhopal",23.2653,77.459,Cybercrime,Medium,Government Quarter
2023-05-25,09:51,"238 State Highway, Bhubaneswar",20.2773,85.8539,Dishonor of Cheque,Low,West
2023-05-25,11:45,"23 Cantonment, Kota",25.2388,75.8582,Criminal Breach of Trust,High,East
2023-05-25,12:45,"699 Civil Lines, Lucknow",26.8441,80.9017,Mischief,Medium,Financial District
2023-05-25,16:16,"765 Beach Road, Patna",25.5544,85.1806,Robbery,Medium,Shopping Complex
2023-05-25,18:12,"179 Park Street, Tirunelveli",8.7215,77.7716,Burglary,Low,Residential Area
2023-05-25,19:24,"770 Cantonment, Kanpur",26.4594,80.3684,Fraud,High,Mall Area
2023-05-26,03:57,"327 Mall Road, Thiruvananthapuram",8.4881,76.9797,Narcotic Drugs Act,Low,Market Area
2023-05-26,07:26,"366 Church Street, Kalyan-Dombivli",19.2106,73.1308,Mischief,Medium,Government Quarter
2023-05-26,09:53,"630 Lake Road, Thane",19.2432,72.9408,Burglary,Medium,University Area
